report_version,1.0
repo_relative_path,entity_type,original_value,masked_value,start_offset,end_offset
ICICI-BANK-LOAN-PLATFORM/src/main/java/com/icici/loan/LoanService.java,PHONE,91-9876500010,SCRAMBLE_PHONE_000188,1362,1375
ICICI-BANK-LOAN-PLATFORM/src/main/java/com/icici/loan/LoanService.java,PHONE,106666666666,SCRAMBLE_PHONE_000189,1517,1529
ICICI-BANK-LOAN-PLATFORM/src/main/java/com/icici/loan/LoanService.java,DATABASE_URL,jdbc:postgresql://db.icici.internal:5432/loan,SCRAMBLE_DATABASE_URL_000014,1568,1613
ICICI-BANK-LOAN-PLATFORM/src/main/java/com/icici/loan/PaymentService.java,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000139,12,17
ICICI-BANK-LOAN-PLATFORM/src/main/java/com/icici/loan/PaymentService.java,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000140,61,66
ICICI-BANK-LOAN-PLATFORM/src/main/java/com/icici/loan/PaymentService.java,EMAIL,customer021@icicibank.com,SCRAMBLE_EMAIL_000181,551,576
ICICI-BANK-LOAN-PLATFORM/src/main/java/com/icici/loan/PaymentService.java,PHONE,91-9876500020,SCRAMBLE_PHONE_000190,585,598
ICICI-BANK-LOAN-PLATFORM/src/main/java/com/icici/loan/PaymentService.java,URL,https://internal.icici.com/loan-api/v1/payments/webhook,SCRAMBLE_URL_000042,773,828
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,DATABASE_URL,jdbc:mysql://localhost:3306/customer,SCRAMBLE_DATABASE_URL_000015,47,83
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,PASSWORD,admin123,SCRAMBLE_PASSWORD_000016,98,106
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000141,134,139
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,EMAIL,customer019@gmail.com,SCRAMBLE_EMAIL_000182,168,189
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,PHONE,91-9876500018,SCRAMBLE_PHONE_000191,205,218
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,URL,http://10.20.30.40,SCRAMBLE_URL_000043,235,253
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000142,275,280
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2k3Iiwicm9sZSI6ImFkbWluIn0.SIGNATURE3TOKEN1234567890ABCDEF,SCRAMBLE_JWT_000045,297,409
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,API_KEY,dev-key-abcdef12,SCRAMBLE_API_KEY_000035,421,437
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000143,462,467
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,EMAIL,tcustomer020@icici.com,SCRAMBLE_EMAIL_000183,512,534
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-dev.yml,PHONE,+91-9876500019,SCRAMBLE_PHONE_000192,543,557
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,DATABASE_URL,jdbc:oracle:thin:@//oracle.icici.internal:1521/prod,SCRAMBLE_DATABASE_URL_000016,48,99
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,PASSWORD,secret123,SCRAMBLE_PASSWORD_000017,114,123
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,URL,https://internal.icici.com,SCRAMBLE_URL_000044,141,167
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,IP_ADDRESS,192.168.10.50,SCRAMBLE_IP_ADDRESS_000014,183,196
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,DATABASE_URL,jdbc:postgresql://replica.icici.internal:5432/loan_ro,SCRAMBLE_DATABASE_URL_000017,208,261
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000184,273,297
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,IFSC,ICIC0001234,SCRAMBLE_IFSC_000140,314,325
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2k4Iiwicm9sZSI6ImFkbWluIn0.SIGNATURE4TOKEN1234567890ABCDEF,SCRAMBLE_JWT_000046,358,470
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000144,511,516
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,COMPANY_BRAND,iCiCi,SCRAMBLE_COMPANY_BRAND_000145,527,532
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application-prod.yml,COMPANY_BRAND,ICICIBANK,SCRAMBLE_COMPANY_BRAND_000146,545,554
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000147,33,38
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,DATABASE_URL,jdbc:postgresql://db.icici.internal:5432/loan,SCRAMBLE_DATABASE_URL_000018,76,121
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,PASSWORD,root123,SCRAMBLE_PASSWORD_000018,159,166
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000148,190,195
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,ICICI,SCRAMBLE_COMPANY_BRAND_000149,206,211
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,ICICIBANK,SCRAMBLE_COMPANY_BRAND_000150,230,239
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,ICICILABS,SCRAMBLE_COMPANY_BRAND_000151,246,255
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,FXTP,SCRAMBLE_COMPANY_BRAND_000152,262,266
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,WECARE,SCRAMBLE_COMPANY_BRAND_000153,273,279
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,scramble,SCRAMBLE_COMPANY_BRAND_000154,282,290
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,COMPANY_BRAND,SCRAMBLE,SCRAMBLE_COMPANY_BRAND_000155,322,330
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,EMAIL,duplicate.test@icici.com,SCRAMBLE_EMAIL_000185,350,374
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,PHONE,91-9876500000,SCRAMBLE_PHONE_000193,385,398
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,URL,https://internal.icici.com/loan-api/v1,SCRAMBLE_URL_000045,409,447
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2k2Iiwicm9sZSI6ImFkbWluIn0.SIGNATURE2TOKEN1234567890ABCDEF,SCRAMBLE_JWT_000047,466,578
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,API_KEY,abcdef1234567890SCRAMBLETEST,SCRAMBLE_API_KEY_000036,590,618
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,EMAIL,customer017@customer.in,SCRAMBLE_EMAIL_000186,715,738
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,PAN,CDEFG1002H,SCRAMBLE_PAN_000039,748,758
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,IFSC,AXIS0100003,SCRAMBLE_IFSC_000141,769,780
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,EMAIL,customer018@loans.icici.internal,SCRAMBLE_EMAIL_000187,792,824
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,PAN,DEFGH1003I,SCRAMBLE_PAN_000040,834,844
ICICI-BANK-LOAN-PLATFORM/src/main/resources/application.yml,IFSC,KKBK0100004,SCRAMBLE_IFSC_000142,855,866
ICICI-BANK-LOAN-PLATFORM/src/main/resources/bootstrap.properties,URL,https://internal.icici.com/loan-api/v1/config,SCRAMBLE_URL_000046,24,69
ICICI-BANK-LOAN-PLATFORM/src/main/resources/bootstrap.properties,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000156,94,99
ICICI-BANK-LOAN-PLATFORM/src/main/resources/bootstrap.properties,SECRET_KEY,super-secret,SCRAMBLE_SECRET_KEY_000004,158,170
ICICI-BANK-LOAN-PLATFORM/src/main/resources/bootstrap.properties,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiaWNpY2k5Iiwicm9sZSI6ImFkbWluIn0.SIGNATURE5TOKEN1234567890ABCDEF,SCRAMBLE_JWT_000048,185,297
ICICI-BANK-LOAN-PLATFORM/src/main/resources/bootstrap.properties,EMAIL,customer022@customer.in,SCRAMBLE_EMAIL_000188,310,333
ICICI-BANK-LOAN-PLATFORM/src/main/resources/bootstrap.properties,PHONE,91-9876500021,SCRAMBLE_PHONE_000194,345,358
